2018-05-30 17:23:36.771 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='76d4c745-cf47-45a8-94a3-4e63b4471a5b', name='test0', keywords='just test-716aa76695cf4878b4e400a08b554f19', description='null', sn='sn-333'}
2018-05-30 17:23:36.805 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='0b69f9b9-e30e-4a6c-9086-148daeeb09cd', name='test33', keywords='just test-7b3b3cf5fc2d4efa97b74d9a90017776', description='null', sn='sn-333'}
2018-05-30 17:23:36.805 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='897b6b52-4088-49ed-b83c-fefe3cd84471', name='test34', keywords='just test-4002a3969d28425ab060da2a33804698', description='null', sn='sn-333'}
2018-05-30 17:23:36.805 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='263f4efd-c974-4619-88ed-55bea248f95f', name='test35', keywords='just test-3cff6503c81e4619be698382f0e51cee', description='null', sn='sn-333'}
2018-05-30 17:23:36.805 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='3c8443be-ef3b-42f0-a9cd-384825b33ff1', name='test36', keywords='just test-4881996024584a19929936f62545ca3a', description='null', sn='sn-333'}
2018-05-30 17:23:36.806 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='fa6de8cc-19f1-4103-bb2e-ed1c153e5c30', name='test37', keywords='just test-423e15cafb034a26a66062e3a5f37adb', description='null', sn='sn-333'}
2018-05-30 17:23:36.806 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='3e0e244a-3b18-44df-ae27-e6de24199b29', name='test38', keywords='just test-7c3dfaec29b44046b8d3b1e8e0230077', description='null', sn='sn-333'}
2018-05-30 17:23:36.806 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='bc569f32-79f5-4b7e-a438-5af0be57c508', name='test39', keywords='just test-a3ce57edb86d4208a749b7670c106d61', description='null', sn='sn-333'}
2018-05-30 17:23:36.806 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='efd3396c-b9ee-452d-8a14-64d7058fdce9', name='test40', keywords='just test-1702a4af7fd0495cab8ec697584d0ed7', description='null', sn='sn-333'}
2018-05-30 17:23:36.807 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='4188f91d-98ea-4d12-ade2-3205037165fd', name='test41', keywords='just test-f16ef01b795d41f482d8cb8aa6e3e9d9', description='null', sn='sn-333'}
2018-05-30 17:23:36.807 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='7c64fac3-7d5f-4a9f-befa-78a795dc9463', name='test42', keywords='just test-283eadf5bf634ac48aa8e9ccd5ce40ba', description='null', sn='sn-333'}
2018-05-30 17:23:36.807 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='0fa26a99-8996-4d04-a97b-9b95476dbce5', name='test43', keywords='just test-fdb08526a3e240afb1e49af3259560e1', description='null', sn='sn-333'}
2018-05-30 17:23:36.807 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='ade938a3-f60b-4c07-89f2-a373ac31f492', name='test44', keywords='just test-319fb66de8294dadbaf1483f5c78345f', description='null', sn='sn-333'}
2018-05-30 17:23:36.807 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='2582b351-1b07-408c-8684-5e56c20b8d0c', name='test45', keywords='just test-aa6c0dd9cc0f409a86e292e11bcc9d32', description='null', sn='sn-333'}
2018-05-30 17:23:36.808 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='c75e1014-359f-4995-8f9f-9025b76e84b4', name='test46', keywords='just test-0adfca01536f45c2818e007b9757ed15', description='null', sn='sn-333'}
2018-05-30 17:23:36.808 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='8ed9d65d-fc9a-4ed5-8da9-758a43346b57', name='test47', keywords='just test-3187295094a74cdb85367a2560b95e23', description='null', sn='sn-333'}
2018-05-30 17:23:36.808 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='426aa16a-7cf2-4ca5-b11e-0a8255d771df', name='test48', keywords='just test-53766effede94c8ea394ce9db65daadb', description='null', sn='sn-333'}
2018-05-30 17:23:36.808 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='cd67926b-2af8-41d4-a598-3c65041e8b9a', name='test49', keywords='just test-966172f327b941f38699d402825e2dd0', description='null', sn='sn-333'}
2018-05-30 17:23:36.808 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 48 addIndexs -- Begin commit 50 records
2018-05-30 17:23:37.305 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 52 addIndexs -- End commit 50 records
2018-05-30 17:23:37.306 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='bb504b2c-c8c3-4872-8828-04456638dbab', name='test50', keywords='just test-61cfdf43ae434881ba3223f355730d37', description='null', sn='sn-333'}
2018-05-30 17:23:37.306 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='b97f80bd-4681-4204-8a8e-2f7a92ccb68b', name='test51', keywords='just test-cf497575a1824bd49f6bd957167b9ffb', description='null', sn='sn-333'}
2018-05-30 17:23:37.306 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='27bce93d-7ae0-47a1-b1bd-20611caaf325', name='test52', keywords='just test-216113c719c443d7865412b6681fded3', description='null', sn='sn-333'}
2018-05-30 17:23:37.306 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='9a5a3ab2-d447-417e-b0c5-558e794f1209', name='test53', keywords='just test-19c10ee5191a4a0090f2c80fbadc17c0', description='null', sn='sn-333'}
2018-05-30 17:23:37.306 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='4ee12d17-8c38-456a-b3e3-ab47970af284', name='test54', keywords='just test-92b3232e661c45d59698543f9e69f283', description='null', sn='sn-333'}
2018-05-30 17:23:37.307 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='ab4b9e7f-7f79-44ce-9220-7eeda6ce11e5', name='test55', keywords='just test-1526904d9c304de1b2e7ec66d52c5889', description='null', sn='sn-333'}
2018-05-30 17:23:37.307 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='d2a45408-75ec-47d0-bb5e-8ef0652048b9', name='test56', keywords='just test-15bea7daf09544279c86bca35efac27e', description='null', sn='sn-333'}
2018-05-30 17:23:37.307 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='9faa21f0-7bb5-438c-aecd-bb1736669905', name='test57', keywords='just test-919ce04d5bdb4367811d9bc74abd4f1d', description='null', sn='sn-333'}
2018-05-30 17:23:37.307 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='f71f5488-5e8d-49b0-9a89-0e09282f8602', name='test58', keywords='just test-b8b02d4d8f0b46bd96d4b1a5c26b785e', description='null', sn='sn-333'}
2018-05-30 17:23:37.307 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='66eca38f-4505-47c9-bc7e-1e5ad24db261', name='test59', keywords='just test-d3e5da9a29d341de98f0bf1e0531668a', description='null', sn='sn-333'}
2018-05-30 17:23:37.307 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='80b25af5-998c-4129-bd42-6b86233a21e5', name='test60', keywords='just test-291a9dc59d614907a1d490bbee32bca5', description='null', sn='sn-333'}
2018-05-30 17:23:37.308 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='07ea3993-ab6f-4e9e-86fd-bf55ba9e209c', name='test61', keywords='just test-18165c802dd34e0e9378ca96f4220635', description='null', sn='sn-333'}
2018-05-30 17:23:37.308 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='bc6479e2-577c-405d-9747-9646a2fbba78', name='test62', keywords='just test-e9e23cc4ffe741f8b6ca4a4b95c4b9c0', description='null', sn='sn-333'}
2018-05-30 17:23:37.308 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='b29471ac-c41f-40cc-9579-7eb162c484df', name='test63', keywords='just test-81506317b13644cbbd0a3316f89aded3', description='null', sn='sn-333'}
2018-05-30 17:23:37.308 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='735da3f1-874e-4eb3-855a-b677257a03a3', name='test64', keywords='just test-087602f1c8ec41acbe0b76606377f020', description='null', sn='sn-333'}
2018-05-30 17:23:37.308 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='e551bcf2-10d5-457d-9187-11544de37cec', name='test65', keywords='just test-62786038e96a43ed85086b21dd88a9cc', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='c5133b41-a66a-488d-a8ab-b70a2e923753', name='test66', keywords='just test-7ce6179f89ec4c36bc4fcd39b94a9e3b', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='ec21dd4b-b864-4121-af96-8a149e6388a7', name='test67', keywords='just test-0f6859adab4c44f899a5bce11ebffecc', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='fd55baf2-96ed-44f5-b17e-28e9c120c26f', name='test68', keywords='just test-6311e6788c4f4cd7969aabdc6c048477', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='6c997c8a-0bc6-4991-b038-a22117f8484f', name='test69', keywords='just test-9a60b439b60547e8a6c325b01cd100bf', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='0e3782f0-9fb0-4ebe-bf8a-d984802219a7', name='test70', keywords='just test-7fd7d1ed550144438bef1fb2e7a216d2', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='d6cc2f2e-a665-4b0e-94f2-fdd971b6e722', name='test71', keywords='just test-4e9f52e9b9d54301a05b2cee00fa1897', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='1065274e-94a2-42c8-a586-3b049831b157', name='test72', keywords='just test-c0b627d4716e439e9c137e5825dd19a6', description='null', sn='sn-333'}
2018-05-30 17:23:37.309 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='7be26652-dca5-4770-9df6-ffdf4833c938', name='test73', keywords='just test-c2a97ba5d7f34689b9caa4d98eeff2d8', description='null', sn='sn-333'}
2018-05-30 17:23:37.310 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='63a43b6a-5b80-44a3-af00-b1d2da6dc4b5', name='test74', keywords='just test-0c8041cdcc9145f4aa704ef6e1566152', description='null', sn='sn-333'}
2018-05-30 17:23:37.310 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='804939c7-b18c-4720-907b-f9f1fd8665e2', name='test75', keywords='just test-b8883f2e07a9490ca07733fd3dd5e418', description='null', sn='sn-333'}
2018-05-30 17:23:37.310 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='38893e1e-f6df-4a1f-8480-b089d4796ae6', name='test76', keywords='just test-bd6df329cb48419b9db5a96797076618', description='null', sn='sn-333'}
2018-05-30 17:23:37.310 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='cac3f077-9b90-4735-8def-c92efbde80f6', name='test77', keywords='just test-288746f7891f4646b1755f07147448fb', description='null', sn='sn-333'}
2018-05-30 17:23:37.310 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='c5a10a17-7c3b-4889-8350-41743009906e', name='test78', keywords='just test-7710b0c1ef6d4f3f99c7dfaa66fd7a5d', description='null', sn='sn-333'}
2018-05-30 17:23:37.310 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='2535acf1-bd98-4a76-9c8b-9559de8d36f1', name='test79', keywords='just test-49d53e07f2fa4a62a0cf6af77ab88bf4', description='null', sn='sn-333'}
2018-05-30 17:23:37.311 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='685735d4-9f8b-496d-9b0a-80c2e260ab7b', name='test80', keywords='just test-09dd269bbb1349a18d8405a33e55fabf', description='null', sn='sn-333'}
2018-05-30 17:23:37.311 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='cdd2a3e0-9d5f-48b4-b8a3-4f0fe4304a17', name='test81', keywords='just test-bc2eccbd10f4437eb96d419d636500e9', description='null', sn='sn-333'}
2018-05-30 17:23:37.311 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='dc1e00c1-5455-472e-9419-c674a54ca2af', name='test82', keywords='just test-1798ec890aef4b63b51bafa5384c6775', description='null', sn='sn-333'}
2018-05-30 17:23:37.311 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='6c5b326c-a0fb-4834-b001-726448ff19db', name='test83', keywords='just test-c6a02604a1bb49adbb78702dc96652ce', description='null', sn='sn-333'}
2018-05-30 17:23:37.311 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='880bd1d3-b6d9-450d-b6ad-60269ab2cb45', name='test84', keywords='just test-664c69ec6ffb4b479652129ec4985467', description='null', sn='sn-333'}
2018-05-30 17:23:37.311 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='f5d6a2e8-4995-421f-9469-9c6b5011a2ca', name='test85', keywords='just test-6ab9b27b352d44328e4deafa113e7e77', description='null', sn='sn-333'}
2018-05-30 17:23:37.311 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='6cee3f07-d398-4ff6-a264-83937e083a7b', name='test86', keywords='just test-15ccb4d2634e449a9f4dd82efc9a25fc', description='null', sn='sn-333'}
2018-05-30 17:23:37.312 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='c78f1bb7-73bb-43c9-ba6f-f1ade41bc9f1', name='test87', keywords='just test-c521cc88f9d44728a21893de47342671', description='null', sn='sn-333'}
2018-05-30 17:23:37.312 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='25d6e014-2862-461a-b880-e8cffa5f2e34', name='test88', keywords='just test-907b44cc2e7749d88bbc2102e87eb85c', description='null', sn='sn-333'}
2018-05-30 17:23:37.312 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='191dfb48-47cd-4920-ab73-c3eb68dff10f', name='test89', keywords='just test-78853ecd27e641508cc8491107fe0ba5', description='null', sn='sn-333'}
2018-05-30 17:23:37.312 INFO  com.jf.mydemo.mySolrDemo.solrUtil.SolrIndexUtils 39 addIndexs -- Start adding solr index for Product{id='06e90ac7-444e-4b20-a426-660df1987945', name='test90', keywords='just test-74f2447a008d43038332fdfa5663acaa', description='null', sn='sn-333'}
